sample_id,region,state_country,season,temp_max_forecast_7d,temp_night_min_7d,rh_avg_forecast_7d,vpd_kpa,soil_moisture_vol_pct,consecutive_hot_days,crop_gdd_accumulated,rainfall_3d_sum_mm,soil_clay_pct,soil_ec_ds_m,soil_ph,stress_class,stress_label
AASRA-TRN-000021,Latur,"Maharashtra, India",Kharif/Wet,33.94,23.94,97.92,0.16,37.02,0,1561.4,0.0,51.8,1.51,8.02,0,Optimal
AASRA-TRN-000022,Latur,"Maharashtra, India",Rabi/Winter,11.3,-0.02,59.13,0.58,11.44,0,38.3,4.65,52.1,1.67,8.05,5,Frost / Cold Stress
AASRA-TRN-000023,Latur,"Maharashtra, India",Rabi/Winter,19.23,6.82,66.54,0.77,19.01,0,111.4,3.44,50.9,2.14,7.91,0,Optimal
AASRA-TRN-000024,Latur,"Maharashtra, India",Kharif/Wet,36.09,28.15,91.11,0.35,43.17,1,1670.7,31.21,51.2,0.93,7.65,0,Optimal
AASRA-TRN-000025,Latur,"Maharashtra, India",Zaid/Summer,39.8,28.45,16.72,5.81,30.39,7,509.7,2.19,46.9,3.29,8.22,3,Compound Stress (Heat+Drought)
AASRA-TRN-000026,Latur,"Maharashtra, India",Rabi/Winter,20.81,8.68,53.01,1.1,39.43,0,316.8,0.99,39.8,3.25,7.79,0,Optimal
AASRA-TRN-000027,Latur,"Maharashtra, India",Kharif/Wet,33.79,25.48,78.29,1.08,23.23,0,1722.6,13.07,54.4,2.33,7.73,0,Optimal
AASRA-TRN-000028,Latur,"Maharashtra, India",Rabi/Winter,23.07,9.41,85.67,0.31,27.84,0,605.9,6.29,52.7,0.93,7.52,0,Optimal
AASRA-TRN-000029,Latur,"Maharashtra, India",Kharif/Wet,30.21,23.15,77.59,1.06,52.95,0,1613.6,94.02,48.9,1.01,8.57,4,Flooding / Waterlogging
AASRA-TRN-000030,Latur,"Maharashtra, India",Rabi/Winter,8.05,-1.57,58.6,0.48,37.47,0,35.5,1.02,44.8,1.84,8.09,5,Frost / Cold Stress
AASRA-TRN-000031,Latur,"Maharashtra, India",Kharif/Wet,33.69,24.79,63.47,1.98,36.7,0,555.8,68.89,47.5,1.88,7.09,0,Optimal
AASRA-TRN-000032,Latur,"Maharashtra, India",Zaid/Summer,40.69,32.06,44.85,4.19,14.34,11,560.5,6.7,50.5,0.87,7.77,3,Compound Stress (Heat+Drought)
AASRA-TRN-000033,Latur,"Maharashtra, India",Rabi/Winter,25.91,14.13,94.36,0.18,16.58,0,248.4,2.39,47.2,0.93,7.67,2,Drought Stress
AASRA-TRN-000034,Latur,"Maharashtra, India",Zaid/Summer,39.81,27.67,29.15,5.28,22.68,1,1104.7,0.0,57.3,0.93,7.54,3,Compound Stress (Heat+Drought)
AASRA-TRN-000035,Latur,"Maharashtra, India",Rabi/Winter,10.02,-0.91,47.26,0.68,28.58,0,38.5,2.83,45.8,2.72,7.78,5,Frost / Cold Stress
AASRA-TRN-000036,Latur,"Maharashtra, India",Kharif/Wet,34.79,26.54,86.4,0.78,34.3,0,1179.7,39.91,51.5,2.26,8.28,6,Salinity Stress
AASRA-TRN-000037,Latur,"Maharashtra, India",Kharif/Wet,30.58,25.5,93.9,0.46,17.6,0,1253.2,11.95,46.2,1.28,7.98,2,Drought Stress
AASRA-TRN-000038,Latur,"Maharashtra, India",Kharif/Wet,35.95,29.4,77.26,1.39,51.07,1,2420.3,128.18,43.6,2.38,7.75,4,Flooding / Waterlogging
AASRA-TRN-000039,Latur,"Maharashtra, India",Kharif/Wet,34.25,26.13,80.11,1.05,14.68,0,1489.1,14.74,50.4,0.84,7.76,6,Salinity Stress
AASRA-TRN-000040,Latur,"Maharashtra, India",Rabi/Winter,14.89,2.76,59.26,0.69,26.41,0,42.5,2.16,51.2,2.33,7.91,0,Optimal
AASRA-TRN-000041,Latur,"Maharashtra, India",Kharif/Wet,33.9,25.31,98.07,0.25,21.15,0,1044.0,0.0,45.8,0.81,8.46,0,Optimal
AASRA-TRN-000042,Latur,"Maharashtra, India",Rabi/Winter,21.29,9.28,72.78,0.73,16.69,0,155.0,2.05,47.7,1.17,7.6,2,Drought Stress
AASRA-TRN-000043,Latur,"Maharashtra, India",Zaid/Summer,46.83,32.09,38.23,5.74,18.33,1,1965.0,1.1,52.7,3.14,7.55,3,Compound Stress (Heat+Drought)
AASRA-TRN-000044,Latur,"Maharashtra, India",Rabi/Winter,22.19,10.01,92.61,0.17,10.93,0,52.2,2.23,45.2,1.41,7.37,2,Drought Stress
AASRA-TRN-000045,Latur,"Maharashtra, India",Rabi/Winter,13.08,0.67,71.81,0.45,21.07,0,32.6,1.75,50.3,0.95,7.84,5,Frost / Cold Stress
AASRA-TRN-000046,Latur,"Maharashtra, India",Kharif/Wet,37.07,31.44,74.42,1.53,51.72,4,1759.9,81.84,48.3,1.57,8.01,4,Flooding / Waterlogging
AASRA-TRN-000047,Latur,"Maharashtra, India",Kharif/Wet,32.73,27.07,88.18,0.65,33.13,0,1049.5,22.56,47.0,1.38,8.0,0,Optimal
AASRA-TRN-000048,Latur,"Maharashtra, India",Rabi/Winter,32.73,18.25,60.83,1.96,19.0,0,586.3,1.98,53.3,1.13,8.09,2,Drought Stress
AASRA-TRN-000049,Latur,"Maharashtra, India",Kharif/Wet,27.47,20.82,88.09,0.47,41.47,0,260.2,50.94,49.3,1.62,7.46,0,Optimal
AASRA-TRN-000050,Latur,"Maharashtra, India",Kharif/Wet,27.0,18.92,96.73,0.2,34.4,0,1135.0,14.49,49.6,1.34,7.47,0,Optimal
AASRA-TRN-000051,Latur,"Maharashtra, India",Rabi/Winter,27.3,10.91,72.51,0.98,29.6,0,614.2,5.11,43.6,2.14,7.56,0,Optimal
AASRA-TRN-000052,Latur,"Maharashtra, India",Rabi/Winter,20.24,10.18,57.43,1.11,32.34,0,588.5,1.24,43.8,1.37,7.27,0,Optimal
AASRA-TRN-000053,Latur,"Maharashtra, India",Rabi/Winter,15.26,1.32,93.85,0.17,23.7,0,42.2,0.0,46.4,1.85,7.73,5,Frost / Cold Stress
AASRA-TRN-000054,Latur,"Maharashtra, India",Rabi/Winter,14.27,3.04,53.71,0.78,11.8,0,45.3,1.67,47.5,2.24,7.31,5,Frost / Cold Stress
AASRA-TRN-000055,Latur,"Maharashtra, India",Rabi/Winter,14.95,0.35,84.16,0.24,9.21,0,38.2,4.93,41.2,0.8,7.6,5,Frost / Cold Stress
AASRA-TRN-000056,Latur,"Maharashtra, India",Rabi/Winter,15.97,1.88,86.17,0.22,29.23,0,44.9,3.64,50.1,0.94,7.77,5,Frost / Cold Stress
AASRA-TRN-000057,Latur,"Maharashtra, India",Rabi/Winter,17.17,5.6,83.13,0.27,16.35,0,162.4,1.8,52.6,1.98,7.62,5,Frost / Cold Stress
AASRA-TRN-000058,Latur,"Maharashtra, India",Rabi/Winter,29.69,16.96,46.77,2.35,40.37,0,543.7,1.06,49.4,0.93,7.55,0,Optimal
AASRA-TRN-000059,Latur,"Maharashtra, India",Kharif/Wet,34.32,25.16,77.21,1.21,40.78,0,2000.0,6.62,45.9,2.67,7.86,0,Optimal
AASRA-TRN-000060,Latur,"Maharashtra, India",Rabi/Winter,17.85,2.72,87.81,0.36,17.55,0,46.3,5.56,50.6,2.19,8.18,5,Frost / Cold Stress
AASRA-TRN-000061,Latur,"Maharashtra, India",Kharif/Wet,30.06,20.61,61.77,1.57,20.06,0,594.7,14.89,50.7,0.88,8.24,2,Drought Stress
AASRA-TRN-000062,Latur,"Maharashtra, India",Rabi/Winter,11.34,-2.96,79.46,0.3,27.11,0,37.2,0.4,54.3,1.97,8.39,5,Frost / Cold Stress
AASRA-TRN-000063,Latur,"Maharashtra, India",Zaid/Summer,39.71,28.1,29.07,4.99,14.27,4,593.1,0.47,54.1,0.83,7.77,3,Compound Stress (Heat+Drought)
AASRA-TRN-000064,Latur,"Maharashtra, India",Zaid/Summer,37.58,27.16,44.92,3.68,17.88,1,940.9,0.14,46.6,1.98,7.88,2,Drought Stress
AASRA-TRN-000065,Latur,"Maharashtra, India",Kharif/Wet,33.94,27.96,95.55,0.19,34.13,0,2500.2,5.74,45.3,1.53,7.88,0,Optimal
AASRA-TRN-000066,Latur,"Maharashtra, India",Kharif/Wet,36.94,27.84,92.61,0.54,23.4,2,1762.4,9.53,47.1,4.81,7.96,6,Salinity Stress
AASRA-TRN-000067,Latur,"Maharashtra, India",Rabi/Winter,18.35,6.9,62.35,0.75,24.37,0,88.6,12.44,50.3,1.02,7.93,0,Optimal
AASRA-TRN-000068,Latur,"Maharashtra, India",Kharif/Wet,35.57,30.15,57.7,2.35,24.59,1,566.8,7.86,45.4,1.79,7.96,0,Optimal
AASRA-TRN-000069,Latur,"Maharashtra, India",Kharif/Wet,30.71,20.81,86.05,0.57,28.44,0,534.4,3.66,48.5,4.36,8.02,6,Salinity Stress
AASRA-TRN-000070,Latur,"Maharashtra, India",Kharif/Wet,35.95,28.48,69.32,1.81,39.98,2,1426.3,39.36,42.3,2.33,7.61,0,Optimal
AASRA-TRN-000071,Latur,"Maharashtra, India",Rabi/Winter,21.4,11.3,69.28,0.82,16.6,0,392.0,1.52,42.0,1.74,7.83,2,Drought Stress
AASRA-TRN-000072,Latur,"Maharashtra, India",Rabi/Winter,27.79,18.58,86.84,0.58,19.4,0,1508.6,0.19,51.4,1.62,7.62,2,Drought Stress
AASRA-TRN-000073,Latur,"Maharashtra, India",Rabi/Winter,16.91,4.64,47.66,0.94,27.78,0,43.4,6.32,47.3,0.84,7.9,5,Frost / Cold Stress
AASRA-TRN-000074,Latur,"Maharashtra, India",Rabi/Winter,27.58,11.88,47.36,1.85,27.7,0,625.2,1.66,52.5,1.71,7.76,0,Optimal
AASRA-TRN-000075,Latur,"Maharashtra, India",Rabi/Winter,21.17,5.99,71.52,0.7,34.96,0,187.1,2.77,52.4,0.85,7.41,0,Optimal
AASRA-TRN-000076,Latur,"Maharashtra, India",Kharif/Wet,33.33,26.34,66.9,1.57,11.03,0,1869.4,7.84,43.7,4.41,7.44,6,Salinity Stress
AASRA-TRN-000077,Latur,"Maharashtra, India",Rabi/Winter,18.02,4.18,45.73,1.12,27.54,0,40.7,3.57,48.5,4.2,7.86,6,Salinity Stress
AASRA-TRN-000078,Latur,"Maharashtra, India",Kharif/Wet,32.22,24.92,92.97,0.35,44.56,0,1020.6,41.71,49.8,1.84,6.79,0,Optimal
AASRA-TRN-000079,Latur,"Maharashtra, India",Rabi/Winter,23.53,8.02,50.97,1.42,19.25,0,74.0,4.4,49.5,1.41,7.48,0,Optimal
AASRA-TRN-000080,Latur,"Maharashtra, India",Kharif/Wet,28.81,19.76,78.07,0.94,11.51,0,920.4,9.63,49.9,4.57,7.37,6,Salinity Stress
AASRA-TRN-000081,Latur,"Maharashtra, India",Kharif/Wet,28.77,21.2,66.83,1.25,35.7,0,1276.8,2.53,51.3,2.36,8.07,0,Optimal
AASRA-TRN-000082,Latur,"Maharashtra, India",Kharif/Wet,36.87,27.92,96.17,0.19,21.77,6,2101.0,25.83,44.8,0.89,8.19,1,Heat Stress
AASRA-TRN-000083,Latur,"Maharashtra, India",Kharif/Wet,33.15,25.57,62.85,1.98,31.72,0,1885.8,19.54,46.6,0.87,8.15,0,Optimal
AASRA-TRN-000084,Latur,"Maharashtra, India",Kharif/Wet,39.58,31.95,63.23,2.65,42.39,2,2310.0,83.26,47.1,0.98,7.83,1,Heat Stress
AASRA-TRN-000085,Latur,"Maharashtra, India",Rabi/Winter,25.03,9.59,72.16,0.94,30.49,0,700.6,1.06,54.0,1.99,8.1,0,Optimal
AASRA-TRN-000086,Latur,"Maharashtra, India",Kharif/Wet,33.51,26.25,96.37,0.18,19.29,0,2254.4,1.88,42.5,1.44,7.87,2,Drought Stress
AASRA-TRN-000087,Latur,"Maharashtra, India",Kharif/Wet,32.83,22.42,65.19,1.73,40.86,0,680.1,30.78,50.0,1.47,7.45,0,Optimal
AASRA-TRN-000088,Latur,"Maharashtra, India",Kharif/Wet,30.93,26.02,95.23,0.15,51.34,0,339.8,102.07,59.3,1.59,7.27,4,Flooding / Waterlogging
AASRA-TRN-000089,Latur,"Maharashtra, India",Kharif/Wet,31.57,21.97,75.28,1.26,34.93,0,470.7,41.19,44.1,2.34,7.28,6,Salinity Stress
AASRA-TRN-000090,Latur,"Maharashtra, India",Kharif/Wet,31.63,23.15,73.39,1.23,23.6,0,1064.4,0.46,46.4,4.38,7.77,0,Optimal
AASRA-TRN-000091,Latur,"Maharashtra, India",Rabi/Winter,28.61,19.25,70.43,1.18,33.95,0,947.4,0.65,46.5,1.08,7.65,0,Optimal
AASRA-TRN-000092,Latur,"Maharashtra, India",Rabi/Winter,18.88,3.14,64.03,0.81,21.55,0,115.5,2.39,48.5,2.17,7.59,0,Optimal
AASRA-TRN-000093,Latur,"Maharashtra, India",Kharif/Wet,35.28,27.05,91.79,0.46,28.02,1,1744.9,8.18,51.6,1.45,7.71,0,Optimal
AASRA-TRN-000094,Latur,"Maharashtra, India",Zaid/Summer,35.84,25.07,19.44,4.67,21.12,1,1884.7,0.97,53.8,0.77,7.62,2,Drought Stress
AASRA-TRN-000095,Latur,"Maharashtra, India",Zaid/Summer,36.5,23.6,27.42,4.33,16.5,2,1031.5,0.58,49.1,2.09,7.47,0,Optimal
AASRA-TRN-000096,Latur,"Maharashtra, India",Zaid/Summer,47.56,32.32,28.54,5.82,23.63,9,531.3,5.19,47.5,1.86,7.91,3,Compound Stress (Heat+Drought)
AASRA-TRN-000097,Latur,"Maharashtra, India",Rabi/Winter,12.66,1.02,65.43,0.68,18.91,0,29.2,6.45,52.5,1.51,8.1,5,Frost / Cold Stress
AASRA-TRN-000098,Latur,"Maharashtra, India",Rabi/Winter,17.48,4.86,48.93,0.91,18.24,0,86.4,6.14,47.8,2.29,8.45,2,Drought Stress
AASRA-TRN-000099,Latur,"Maharashtra, India",Zaid/Summer,45.42,31.84,26.43,5.88,15.01,8,2503.9,1.13,44.5,1.19,7.58,3,Compound Stress (Heat+Drought)
AASRA-TRN-000100,Latur,"Maharashtra, India",Rabi/Winter,19.45,8.39,57.38,0.94,35.0,0,151.4,1.15,50.6,1.51,7.33,0,Optimal
AASRA-TRN-000101,Latur,"Maharashtra, India",Kharif/Wet,28.31,21.27,79.25,0.88,53.04,0,562.8,87.41,48.9,1.92,7.72,4,Flooding / Waterlogging
AASRA-TRN-000102,Latur,"Maharashtra, India",Kharif/Wet,37.03,28.17,77.38,1.41,20.88,2,2494.2,11.53,59.3,0.79,8.48,0,Optimal
AASRA-TRN-000103,Latur,"Maharashtra, India",Kharif/Wet,26.32,17.45,68.39,1.11,24.11,0,1243.1,0.0,47.4,0.83,8.56,0,Optimal
AASRA-TRN-000104,Latur,"Maharashtra, India",Rabi/Winter,23.34,10.4,57.86,1.19,29.68,0,530.2,5.56,49.8,1.53,7.57,0,Optimal
AASRA-TRN-000105,Latur,"Maharashtra, India",Rabi/Winter,13.26,-0.4,74.12,0.32,23.94,0,42.6,1.67,50.7,2.54,7.36,5,Frost / Cold Stress
AASRA-TRN-000106,Latur,"Maharashtra, India",Rabi/Winter,26.77,12.49,95.64,0.3,21.08,0,452.8,6.63,46.0,1.1,7.83,2,Drought Stress
AASRA-TRN-000107,Latur,"Maharashtra, India",Kharif/Wet,30.52,22.35,72.54,1.17,38.19,0,476.9,44.66,53.2,1.81,7.24,0,Optimal
AASRA-TRN-000108,Latur,"Maharashtra, India",Kharif/Wet,31.04,22.43,63.41,1.55,41.33,0,1868.8,41.36,54.3,0.95,7.96,0,Optimal
AASRA-TRN-000109,Latur,"Maharashtra, India",Kharif/Wet,30.54,21.08,85.79,0.67,34.48,0,1465.4,46.8,49.2,3.0,7.69,0,Optimal
AASRA-TRN-000110,Latur,"Maharashtra, India",Kharif/Wet,29.72,19.95,77.34,0.94,22.62,0,628.7,1.15,47.8,1.64,7.66,0,Optimal
AASRA-TRN-000111,Latur,"Maharashtra, India",Kharif/Wet,32.32,27.47,77.83,1.19,24.42,0,1258.9,11.64,50.7,1.76,8.34,0,Optimal
AASRA-TRN-000112,Latur,"Maharashtra, India",Kharif/Wet,40.32,32.35,76.36,1.98,34.41,1,567.7,44.26,47.8,4.38,7.88,1,Heat Stress
AASRA-TRN-000113,Latur,"Maharashtra, India",Zaid/Summer,44.52,32.05,32.26,5.84,20.0,2,1409.2,2.32,53.4,1.78,8.05,1,Heat Stress
AASRA-TRN-000114,Latur,"Maharashtra, India",Kharif/Wet,30.77,25.47,72.01,1.3,27.54,0,2162.6,4.7,50.0,1.42,8.05,0,Optimal
AASRA-TRN-000115,Latur,"Maharashtra, India",Rabi/Winter,23.22,10.17,86.02,0.44,14.61,0,262.7,7.15,47.2,1.01,8.03,2,Drought Stress
AASRA-TRN-000116,Latur,"Maharashtra, India",Kharif/Wet,36.76,28.57,70.83,1.87,45.62,1,1537.9,100.24,51.4,1.22,7.85,0,Optimal
AASRA-TRN-000117,Latur,"Maharashtra, India",Rabi/Winter,25.12,14.17,92.35,0.25,33.91,0,731.3,0.0,47.7,2.83,8.29,6,Salinity Stress
AASRA-TRN-000118,Latur,"Maharashtra, India",Rabi/Winter,18.43,8.46,73.07,0.56,23.26,0,53.3,0.6,47.7,0.99,7.86,0,Optimal
AASRA-TRN-000119,Latur,"Maharashtra, India",Rabi/Winter,19.06,7.96,85.24,0.24,15.1,0,309.9,6.09,48.4,1.19,7.98,2,Drought Stress
AASRA-TRN-000120,Latur,"Maharashtra, India",Rabi/Winter,17.22,7.39,79.04,0.41,19.29,0,79.2,0.0,51.2,0.93,8.46,2,Drought Stress
AASRA-TRN-000121,Latur,"Maharashtra, India",Kharif/Wet,31.19,24.51,72.62,1.33,26.03,0,1445.1,3.61,55.1,1.99,7.48,0,Optimal
AASRA-TRN-000122,Latur,"Maharashtra, India",Kharif/Wet,36.66,28.21,97.16,0.23,30.31,1,1566.8,0.39,47.4,1.09,7.85,0,Optimal
AASRA-TRN-000123,Latur,"Maharashtra, India",Kharif/Wet,25.68,20.71,83.02,0.5,33.06,0,1530.6,19.95,45.5,3.54,7.92,6,Salinity Stress
AASRA-TRN-000124,Latur,"Maharashtra, India",Kharif/Wet,31.42,22.59,60.4,1.86,19.19,0,1170.3,6.46,47.7,1.64,7.95,2,Drought Stress
AASRA-TRN-000125,Latur,"Maharashtra, India",Kharif/Wet,29.62,22.42,81.41,0.76,43.49,0,1199.9,25.05,45.9,1.09,7.56,0,Optimal
AASRA-TRN-000126,Latur,"Maharashtra, India",Zaid/Summer,43.52,30.85,19.84,5.82,13.78,2,2373.4,0.94,51.1,2.24,8.25,3,Compound Stress (Heat+Drought)
AASRA-TRN-000127,Latur,"Maharashtra, India",Zaid/Summer,43.92,32.42,18.61,5.8,28.08,4,2507.2,1.49,44.4,0.87,7.72,1,Heat Stress
AASRA-TRN-000128,Latur,"Maharashtra, India",Rabi/Winter,21.85,9.07,48.65,1.32,34.76,0,356.1,3.03,51.3,1.01,7.21,0,Optimal
AASRA-TRN-000129,Latur,"Maharashtra, India",Rabi/Winter,26.89,17.2,85.14,0.48,29.93,0,275.4,0.0,47.7,1.4,8.08,6,Salinity Stress
AASRA-TRN-000130,Latur,"Maharashtra, India",Kharif/Wet,29.71,23.33,82.81,0.66,20.55,0,414.3,11.1,51.2,1.93,7.62,0,Optimal
AASRA-TRN-000131,Latur,"Maharashtra, India",Kharif/Wet,32.71,23.3,60.72,1.98,12.95,0,865.7,14.28,47.1,3.55,7.75,2,Drought Stress
AASRA-TRN-000132,Latur,"Maharashtra, India",Kharif/Wet,29.63,22.19,74.27,1.1,45.22,0,1856.7,78.25,47.1,0.8,7.83,0,Optimal
AASRA-TRN-000133,Latur,"Maharashtra, India",Rabi/Winter,18.02,3.28,54.4,1.05,14.99,0,69.9,0.0,47.4,1.61,7.84,5,Frost / Cold Stress
AASRA-TRN-000134,Latur,"Maharashtra, India",Kharif/Wet,42.09,31.83,68.6,2.59,40.74,10,843.0,33.22,46.7,3.62,7.99,1,Heat Stress
AASRA-TRN-000135,Latur,"Maharashtra, India",Kharif/Wet,30.23,24.26,66.93,1.34,13.15,0,1157.9,13.39,48.4,0.91,7.17,2,Drought Stress
AASRA-TRN-000136,Latur,"Maharashtra, India",Kharif/Wet,19.79,12.93,64.53,0.85,43.12,0,274.1,38.89,55.3,1.51,8.41,0,Optimal
AASRA-TRN-000137,Latur,"Maharashtra, India",Rabi/Winter,15.95,2.15,46.87,1.02,26.08,0,40.4,1.73,52.5,1.44,7.53,5,Frost / Cold Stress
AASRA-TRN-000138,Latur,"Maharashtra, India",Rabi/Winter,20.68,9.71,94.1,0.22,14.56,0,512.4,0.92,50.4,1.13,7.6,2,Drought Stress
AASRA-TRN-000139,Latur,"Maharashtra, India",Kharif/Wet,35.61,28.64,82.96,0.89,21.9,1,709.3,6.28,48.0,0.99,7.41,0,Optimal
AASRA-TRN-000140,Latur,"Maharashtra, India",Kharif/Wet,32.03,26.7,97.53,0.21,19.09,0,284.4,20.0,47.3,0.85,7.31,0,Optimal
AASRA-TRN-000141,Latur,"Maharashtra, India",Kharif/Wet,25.4,17.39,62.71,1.29,19.8,0,617.7,2.26,54.3,1.0,7.3,2,Drought Stress
AASRA-TRN-000142,Latur,"Maharashtra, India",Kharif/Wet,34.58,25.53,86.07,0.84,15.42,0,1010.6,13.67,50.3,2.23,7.6,2,Drought Stress
AASRA-TRN-000143,Latur,"Maharashtra, India",Kharif/Wet,35.85,28.95,91.42,0.58,42.0,1,2035.3,56.31,49.5,1.23,7.98,0,Optimal
AASRA-TRN-000144,Latur,"Maharashtra, India",Rabi/Winter,15.92,4.72,87.63,0.3,21.85,0,34.6,4.58,47.9,1.03,7.77,0,Optimal
AASRA-TRN-000145,Latur,"Maharashtra, India",Rabi/Winter,21.96,11.03,85.81,0.41,25.89,0,737.3,2.22,47.3,1.45,7.97,0,Optimal
AASRA-TRN-000146,Latur,"Maharashtra, India",Kharif/Wet,31.43,26.5,77.92,1.04,24.28,0,754.7,12.01,44.5,1.24,7.88,0,Optimal
AASRA-TRN-000147,Latur,"Maharashtra, India",Rabi/Winter,16.59,1.97,50.19,0.91,16.73,0,40.0,2.18,48.7,3.46,7.7,5,Frost / Cold Stress
AASRA-TRN-000148,Latur,"Maharashtra, India",Rabi/Winter,22.4,11.05,59.31,1.15,28.57,0,645.8,6.98,49.1,1.49,7.69,0,Optimal
AASRA-TRN-000149,Latur,"Maharashtra, India",Kharif/Wet,34.46,29.2,64.41,1.81,43.81,0,1442.5,51.56,48.2,0.78,8.26,0,Optimal
AASRA-TRN-000150,Latur,"Maharashtra, India",Kharif/Wet,34.92,27.01,59.88,2.12,23.38,0,2325.7,23.33,51.7,1.48,7.64,0,Optimal
AASRA-TRN-000151,Latur,"Maharashtra, India",Zaid/Summer,44.54,31.64,34.98,5.86,16.46,1,2502.4,0.0,43.9,1.68,7.65,3,Compound Stress (Heat+Drought)
AASRA-TRN-000152,Latur,"Maharashtra, India",Kharif/Wet,25.83,18.12,93.24,0.29,18.18,0,658.8,5.8,49.7,1.29,8.12,2,Drought Stress
AASRA-TRN-000153,Latur,"Maharashtra, India",Kharif/Wet,30.74,24.33,94.3,0.3,38.38,0,1804.9,30.54,41.3,4.09,7.5,0,Optimal
AASRA-TRN-000154,Latur,"Maharashtra, India",Kharif/Wet,38.54,31.79,78.03,1.62,25.07,1,2210.8,19.04,41.1,1.92,7.63,0,Optimal
AASRA-TRN-000155,Latur,"Maharashtra, India",Rabi/Winter,19.57,5.45,81.23,0.44,24.74,0,66.8,2.08,41.2,2.02,8.13,0,Optimal
AASRA-TRN-000156,Latur,"Maharashtra, India",Kharif/Wet,34.93,25.4,71.46,1.7,33.32,0,592.5,28.86,49.9,1.15,7.46,0,Optimal
AASRA-TRN-000157,Latur,"Maharashtra, India",Kharif/Wet,29.81,23.31,65.4,1.46,37.36,0,1807.8,35.8,47.5,1.88,7.5,0,Optimal
AASRA-TRN-000158,Latur,"Maharashtra, India",Kharif/Wet,27.76,21.85,76.07,0.87,34.18,0,1187.9,13.12,45.5,2.31,7.77,0,Optimal
